0.0, 0.0 0.0 0.0 0.0
1e-08, 0.0 0.0 0.0 0.0
1.001e-05, 0.0 0.0 0.0 0.0
2.001e-05, 0.0 0.0 0.0 0.0
3.001e-05, 0.0 0.0 0.0 0.0
4.001e-05, 0.0 0.0 0.0 0.0
5.001e-05, 0.0 0.0 0.0 0.0
6.0009999999999996e-05, 0.0 0.0 0.0 0.0
7.001e-05, 0.0 0.0 0.0 0.0
8.001e-05, 0.0 0.0 0.0 0.0
9.001e-05, 0.0 0.0 0.0 0.0
0.00010001, 0.0 0.0 0.0 0.0
0.00011001, 0.0 0.0 0.0 0.0
0.00012001, 0.0 0.0 0.0 0.0
0.00013001, 0.0 0.0 0.0 0.0
0.00014001, 0.0 0.0 0.0 0.0
0.00015001, 0.0 0.0 0.0 0.0
0.00016001, 0.0 0.0 0.0 0.0
0.00017001, 0.0 0.0 0.0 0.0
0.00018001, 0.0 0.0 0.0 0.0
0.00019001, 0.0 0.0 0.0 0.0
0.00020001, 0.0 0.0 0.0 0.0
0.00021001, 0.0 0.0 0.0 0.0
0.00022001, 0.0 0.0 0.0 0.0
0.00023001, 0.0 0.0 0.0 0.0
0.00024001, 0.0 0.0 0.0 0.0
0.00025001, 0.0 0.0 0.0 0.0
0.00026001, 0.0 0.0 0.0 0.0
0.00027001000000000005, 0.0 0.0 0.0 0.0
0.0002800100000000001, 0.0 0.0 0.0 0.0
0.0002900100000000001, 0.0 0.0 0.0 0.0
0.00030001000000000013, 0.0 0.0 0.0 0.0
0.00031001000000000016, 0.0 0.0 0.0 0.0
0.0003200100000000002, 0.0 0.0 0.0 0.0
0.0003300100000000002, 0.0 0.0 0.0 0.0
0.00034001000000000024, 0.0 0.0 0.0 0.0
0.00035001000000000026, 0.0 0.0 0.0 0.0
0.0003600100000000003, 0.0 0.0 0.0 0.0
0.0003700100000000003, 0.0 0.0 0.0 0.0
0.00038001000000000034, 0.0 0.0 0.0 0.0
0.00039001000000000037, 0.0 0.0 0.0 0.0
0.0004000100000000004, 0.0 0.0 0.0 0.0
0.0004100100000000004, 0.0 0.0 0.0 0.0
0.00042001000000000045, 0.0 0.0 0.0 0.0
0.00043001000000000047, 0.0 0.0 0.0 0.0
0.0004400100000000005, 0.0 0.0 0.0 0.0
